epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,47.5523,1.31657,0.83369,0.74367,0.9798,1,0.995,0.825,0.67102,0.21525,0.94299,0.0191962,0.00119622,0.00119622
84,48.175,0.90324,0.47516,0.85745,0.98074,1,0.995,0.75875,0.81641,0.22797,0.94932,0.0182053,0.00120533,0.00120533
85,48.8301,0.96719,0.49669,0.8197,0.98074,1,0.995,0.75875,0.81641,0.22797,0.94932,0.0172143,0.0012143,0.0012143
86,49.4338,0.91553,0.39844,0.8506,0.98074,1,0.995,0.75875,0.81641,0.22797,0.94932,0.0162232,0.00122315,0.00122315
87,50.0529,1.22117,0.75,0.79918,0.98074,1,0.995,0.75875,0.81641,0.22797,0.94932,0.0152319,0.00123186,0.00123186
88,50.8347,1.19573,0.57833,0.77504,0.98243,1,0.995,0.72635,1.17483,0.28794,0.96624,0.0142404,0.00124045,0.00124045
89,51.4534,1.51765,0.8371,0.77842,0.98243,1,0.995,0.72635,1.17483,0.28794,0.96624,0.0132489,0.0012489,0.0012489
90,52.054,1.22989,0.90151,0.75592,0.98243,1,0.995,0.72635,1.17483,0.28794,0.96624,0.0122572,0.00125721,0.00125721
91,52.6664,0.709,0.44787,0.79677,0.98243,1,0.995,0.72635,1.17483,0.28794,0.96624,0.0112654,0.0012654,0.0012654
92,53.1807,1.45353,0.65384,0.80228,0.98523,1,0.995,0.6965,1.38733,0.34446,0.98524,0.0102735,0.00127345,0.00127345
93,53.6557,1.26662,0.56402,0.84586,0.98523,1,0.995,0.6965,1.38733,0.34446,0.98524,0.00928138,0.00128138,0.00128138
94,54.1268,1.41773,0.51292,0.83981,0.98523,1,0.995,0.6965,1.38733,0.34446,0.98524,0.00828917,0.00128917,0.00128917
95,54.5945,0.88414,0.5906,0.86828,0.98523,1,0.995,0.6965,1.38733,0.34446,0.98524,0.00729682,0.00129682,0.00129682
96,55.1132,1.2371,0.60558,0.85483,0.99037,1,0.995,0.62685,1.49127,0.39346,0.99562,0.00630435,0.00130435,0.00130435
97,55.5774,1.23493,0.52941,0.82261,0.99037,1,0.995,0.62685,1.49127,0.39346,0.99562,0.00531174,0.00131174,0.00131174
98,56.0473,1.22625,0.56315,0.82846,0.99037,1,0.995,0.62685,1.49127,0.39346,0.99562,0.00431901,0.00131901,0.00131901
99,56.5121,0.89101,0.56638,0.82712,0.99037,1,0.995,0.62685,1.49127,0.39346,0.99562,0.00332614,0.00132614,0.00132614
100,57.0362,1.08696,0.64177,0.76034,0.99311,1,0.995,0.6965,1.37081,0.40575,0.99672,0.00233313,0.00133313,0.00133313
101,57.5664,0.83496,0.38934,0.91354,0.99311,1,0.995,0.6965,1.37081,0.40575,0.99672,0.00134,0.00134,0.00134
102,58.0658,1.17694,0.51756,0.8742,0.99311,1,0.995,0.6965,1.37081,0.40575,0.99672,0.0013334,0.0013334,0.0013334
103,58.5612,1.04258,0.61818,0.75629,0.99311,1,0.995,0.6965,1.37081,0.40575,0.99672,0.0013268,0.0013268,0.0013268
104,59.0944,0.94518,0.55464,0.83063,0.98921,1,0.995,0.7255,1.26509,0.37008,0.99115,0.0013202,0.0013202,0.0013202
105,59.7201,1.01517,0.57523,0.78058,0.98921,1,0.995,0.7255,1.26509,0.37008,0.99115,0.0013136,0.0013136,0.0013136
106,60.202,0.97111,0.37772,0.83411,0.98921,1,0.995,0.7255,1.26509,0.37008,0.99115,0.001307,0.001307,0.001307
107,60.6656,0.8489,0.36953,0.80866,0.98921,1,0.995,0.7255,1.26509,0.37008,0.99115,0.0013004,0.0013004,0.0013004
108,61.1643,1.33753,0.6781,0.83189,0.98516,1,0.995,0.7255,1.20199,0.32843,0.98472,0.0012938,0.0012938,0.0012938
109,61.6871,0.79063,0.36081,0.81798,0.98516,1,0.995,0.7255,1.20199,0.32843,0.98472,0.0012872,0.0012872,0.0012872
110,62.1855,0.95933,0.57304,0.81739,0.98516,1,0.995,0.7255,1.20199,0.32843,0.98472,0.0012806,0.0012806,0.0012806
111,62.6959,1.7966,0.79206,0.76359,0.98516,1,0.995,0.7255,1.20199,0.32843,0.98472,0.001274,0.001274,0.001274
112,63.2093,1.14557,0.69859,0.80941,0.98406,1,0.995,0.7255,1.17178,0.30775,0.97793,0.0012674,0.0012674,0.0012674
113,63.7065,0.96925,0.58281,0.7516,0.98406,1,0.995,0.7255,1.17178,0.30775,0.97793,0.0012608,0.0012608,0.0012608
