epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,63.5614,1.22633,0.89648,0.81269,1,0.5,0.75,0.45,1.60708,3.86044,0.98834,0.0584907,0.000490728,0.000490728
44,64.9893,1.48008,1.05297,0.85505,1,0.5,0.75,0.45,1.60708,3.86044,0.98834,0.0574939,0.000493898,0.000493898
45,66.4137,1.0365,0.65915,0.82281,1,0.5,0.75,0.375,1.5554,3.45734,0.99111,0.0564967,0.000496672,0.000496672
46,67.8516,1.29022,0.77383,0.88983,1,0.5,0.75,0.375,1.5554,3.45734,0.99111,0.0554991,0.00049905,0.00049905
47,69.2562,1.15056,0.55954,0.88367,1,1,0.995,0.672,1.40568,3.0344,0.98542,0.054501,0.000501032,0.000501032
48,70.592,1.11739,0.83271,0.86117,1,1,0.995,0.672,1.40568,3.0344,0.98542,0.0535026,0.000502618,0.000502618
49,72.147,1.19413,0.76951,0.80213,1,1,0.995,0.672,1.26578,2.59548,0.97851,0.0525038,0.000503808,0.000503808
50,73.5725,1.06056,0.73767,0.86209,1,1,0.995,0.672,1.26578,2.59548,0.97851,0.0515046,0.000504602,0.000504602
51,74.9363,1.29251,0.71286,0.8512,1,1,0.995,0.734,1.14503,2.23502,0.97045,0.050505,0.000505,0.000505
52,76.2528,1.32083,0.78699,0.84597,1,1,0.995,0.734,1.14503,2.23502,0.97045,0.049505,0.000505002,0.000505002
53,77.6913,1.2053,0.72221,0.7946,1,1,0.995,0.734,1.14503,2.23502,0.97045,0.0485046,0.000504608,0.000504608
54,79.4338,1.1291,0.73547,0.81113,1,1,0.995,0.734,1.07276,1.79017,0.96481,0.0475038,0.000503818,0.000503818
55,80.8672,0.85281,0.51505,0.7966,1,1,0.995,0.734,1.07276,1.79017,0.96481,0.0465026,0.000502632,0.000502632
56,82.2549,0.9203,0.54293,0.9036,1,1,0.995,0.734,1.07276,1.79017,0.96481,0.0455011,0.00050105,0.00050105
57,84.0463,1.34119,1.34019,0.83973,1,1,0.995,0.7715,0.98768,1.46668,0.95836,0.0444991,0.000499072,0.000499072
58,85.5938,1.32504,0.77149,0.85525,1,1,0.995,0.7715,0.98768,1.46668,0.95836,0.0434967,0.000496698,0.000496698
59,86.9769,1.29588,0.80927,0.87423,1,1,0.995,0.7715,0.98768,1.46668,0.95836,0.0424939,0.000493928,0.000493928
60,88.5862,0.85705,0.46447,0.8739,1,0.9477,0.995,0.763,0.92186,1.22561,0.95077,0.0414908,0.000490762,0.000490762
61,89.9849,1.30514,0.7004,0.79923,1,0.9477,0.995,0.763,0.92186,1.22561,0.95077,0.0404872,0.0004872,0.0004872
62,91.4207,1.282,0.67298,0.84074,1,0.9477,0.995,0.763,0.92186,1.22561,0.95077,0.0394832,0.000483242,0.000483242
63,92.9157,1.14329,0.56668,0.77666,1,0.96902,0.995,0.82925,0.91124,1.04906,0.9469,0.0384789,0.000478888,0.000478888
64,94.475,1.53776,0.73569,0.81644,1,0.96902,0.995,0.82925,0.91124,1.04906,0.9469,0.0374741,0.000474138,0.000474138
65,95.859,1.68363,0.78463,0.77461,1,0.96902,0.995,0.82925,0.91124,1.04906,0.9469,0.036469,0.000468992,0.000468992
66,97.1729,1.062,0.56709,0.83159,1,0.98622,0.995,0.796,0.95064,0.86294,0.94604,0.0354634,0.00046345,0.00046345
67,98.5352,0.83619,0.55601,0.81315,1,0.98622,0.995,0.796,0.95064,0.86294,0.94604,0.0344575,0.000457512,0.000457512
68,99.8683,0.95975,0.5735,0.82025,1,0.98622,0.995,0.796,0.95064,0.86294,0.94604,0.0334512,0.000451178,0.000451178
69,101.222,1.54971,0.98887,0.81634,1,0.99393,0.995,0.796,0.99717,0.72902,0.94755,0.0324444,0.000444448,0.000444448
70,102.526,1.25043,0.50914,0.81115,1,0.99393,0.995,0.796,0.99717,0.72902,0.94755,0.0314373,0.000437322,0.000437322
71,103.952,1.13913,0.71506,0.79582,1,0.99393,0.995,0.796,0.99717,0.72902,0.94755,0.0304298,0.0004298,0.0004298
72,105.391,1.0664,0.58879,0.85031,1,0.99696,0.995,0.796,1.03625,0.63604,0.95102,0.0294219,0.000421882,0.000421882
73,106.708,1.07078,0.70089,0.80136,1,0.99696,0.995,0.796,1.03625,0.63604,0.95102,0.0284136,0.000413568,0.000413568
74,108.226,1.27896,0.69016,0.84591,1,0.99696,0.995,0.796,1.03625,0.63604,0.95102,0.0274049,0.000404858,0.000404858
75,109.792,0.94445,0.62752,0.80501,1,0.99601,0.995,0.72762,1.10116,0.60172,0.956,0.0263958,0.000395752,0.000395752
76,111.114,0.88961,0.5676,0.85143,1,0.99601,0.995,0.72762,1.10116,0.60172,0.956,0.0253862,0.00038625,0.00038625
77,112.647,1.06399,0.98229,0.8334,1,0.99601,0.995,0.72762,1.10116,0.60172,0.956,0.0243764,0.000376352,0.000376352
78,113.992,1.34368,0.67159,0.79393,1,0.9982,0.995,0.72762,1.14317,0.55855,0.96047,0.0233661,0.000366058,0.000366058
79,115.339,1.07634,0.61935,0.76845,1,0.9982,0.995,0.72762,1.14317,0.55855,0.96047,0.0223554,0.000355368,0.000355368
80,116.78,1.55339,0.90439,0.82477,1,0.9982,0.995,0.72762,1.14317,0.55855,0.96047,0.0213443,0.000344282,0.000344282
81,118.185,0.9923,0.43271,0.88376,0.99864,1,0.995,0.72762,1.14137,0.5193,0.96182,0.0203328,0.0003328,0.0003328
82,119.505,0.93702,0.4954,0.8897,0.99864,1,0.995,0.72762,1.14137,0.5193,0.96182,0.0193209,0.000320922,0.000320922
83,120.91,1.1117,0.90622,0.81272,0.99864,1,0.995,0.72762,1.14137,0.5193,0.96182,0.0183086,0.000308648,0.000308648
84,122.281,1.02988,0.62367,0.82511,0.99382,1,0.995,0.7255,1.11554,0.47546,0.96148,0.017296,0.000295978,0.000295978
85,123.602,1.04909,0.47379,0.80462,0.99382,1,0.995,0.7255,1.11554,0.47546,0.96148,0.0162829,0.000282912,0.000282912
86,125.072,0.9474,0.57503,0.78226,0.99382,1,0.995,0.7255,1.11554,0.47546,0.96148,0.0152695,0.00026945,0.00026945
87,126.408,0.90552,0.35986,0.9047,0.99382,1,0.995,0.7255,1.11554,0.47546,0.96148,0.0142556,0.000255592,0.000255592
88,127.881,1.31295,0.61367,0.82903,0.99162,1,0.995,0.72489,1.07515,0.4323,0.96031,0.0132413,0.000241338,0.000241338
89,129.327,1.32213,0.78786,0.7899,0.99162,1,0.995,0.72489,1.07515,0.4323,0.96031,0.0122267,0.000226688,0.000226688
90,130.667,1.41217,0.75816,0.79611,0.99162,1,0.995,0.72489,1.07515,0.4323,0.96031,0.0112116,0.000211642,0.000211642
91,132.039,0.84149,0.68059,0.76897,0.99162,1,0.995,0.72489,1.07515,0.4323,0.96031,0.0101962,0.0001962,0.0001962
92,133.625,1.09332,0.48983,0.86889,0.98979,1,0.995,0.72489,1.0518,0.3935,0.96009,0.00918036,0.000180362,0.000180362
93,135.304,2.05756,1.68481,0.83396,0.98979,1,0.995,0.72489,1.0518,0.3935,0.96009,0.00816413,0.000164128,0.000164128
94,136.694,1.10975,0.55834,0.79961,0.98979,1,0.995,0.72489,1.0518,0.3935,0.96009,0.0071475,0.000147498,0.000147498
95,138.104,0.86758,0.55205,0.79622,0.98979,1,0.995,0.72489,1.0518,0.3935,0.96009,0.00613047,0.000130472,0.000130472
96,139.63,0.85168,0.48361,0.78054,0.98922,1,0.995,0.72408,1.0473,0.37333,0.96026,0.00511305,0.00011305,0.00011305
97,141.207,1.02681,0.8884,0.81012,0.98922,1,0.995,0.72408,1.0473,0.37333,0.96026,0.00409523,9.5232e-05,9.5232e-05
98,142.659,0.93317,0.65294,0.75166,0.98922,1,0.995,0.72408,1.0473,0.37333,0.96026,0.00307702,7.7018e-05,7.7018e-05
99,144.359,0.77496,0.46418,0.79019,0.98922,1,0.995,0.72408,1.0473,0.37333,0.96026,0.00205841,5.8408e-05,5.8408e-05
100,146.156,0.71546,0.43061,0.86305,0.98884,1,0.995,0.7238,1.06072,0.36396,0.96114,0.0010394,3.9402e-05,3.9402e-05
