epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,15.9526,1.05046,0.9926,0.88469,0.00333,0.5,0.003,0.0018,1.3138,4.93694,0.83584,0.0744754,0.000475384,0.000475384
28,16.4433,1.01956,1.46713,0.88772,0.00333,0.5,0.003,0.0018,1.3138,4.93694,0.83584,0.0734919,0.000491886,0.000491886
29,16.9943,1.00244,1.11441,0.86093,0.00333,0.5,0.003,0.0018,1.37999,4.95319,0.84383,0.0725083,0.000508256,0.000508256
30,17.4883,0.94152,0.71465,0.85164,0.00333,0.5,0.003,0.0018,1.37999,4.95319,0.84383,0.0715245,0.000524494,0.000524494
31,18.0164,0.89341,0.69782,0.94736,0.00333,0.5,0.003,0.0018,1.27408,4.47392,0.84934,0.0705406,0.0005406,0.0005406
32,18.531,0.80428,0.70738,0.86542,0.00333,0.5,0.003,0.0018,1.27408,4.47392,0.84934,0.0695566,0.000556574,0.000556574
33,19.0585,0.94391,0.89159,0.84966,0.00333,0.5,0.003,0.0018,0.97848,4.03803,0.81156,0.0685724,0.000572416,0.000572416
34,19.5873,0.87605,0.8472,0.77595,0.00333,0.5,0.003,0.0018,0.97848,4.03803,0.81156,0.0675881,0.000588126,0.000588126
35,20.1262,1.06572,1.02855,0.82564,1,0.5,0.75,0.6,0.91102,3.65728,0.80196,0.0666037,0.000603704,0.000603704
36,20.6402,0.95984,0.80888,0.75901,1,0.5,0.75,0.6,0.91102,3.65728,0.80196,0.0656192,0.00061915,0.00061915
37,21.174,1.01996,0.93442,0.83184,1,0.5,0.75,0.6,0.91615,3.32078,0.8109,0.0646345,0.000634464,0.000634464
38,21.6736,1.38032,0.95788,0.81541,1,0.5,0.75,0.6,0.91615,3.32078,0.8109,0.0636496,0.000649646,0.000649646
39,22.1882,0.96859,0.83374,0.82882,1,1,0.995,0.8335,1.01481,2.99576,0.83468,0.0626647,0.000664696,0.000664696
40,22.6848,0.97709,0.85857,0.95707,1,1,0.995,0.8335,1.01481,2.99576,0.83468,0.0616796,0.000679614,0.000679614
41,23.2409,1.11359,0.92577,0.87376,1,1,0.995,0.796,1.11155,2.61019,0.84915,0.0606944,0.0006944,0.0006944
42,23.7419,0.80761,0.6632,0.90277,1,1,0.995,0.796,1.11155,2.61019,0.84915,0.0597091,0.000709054,0.000709054
43,24.2598,0.73627,0.48532,0.86917,1,1,0.995,0.796,1.0382,2.15988,0.84487,0.0587236,0.000723576,0.000723576
44,24.785,0.82762,0.98184,0.79264,1,1,0.995,0.796,1.0382,2.15988,0.84487,0.057738,0.000737966,0.000737966
45,25.3292,0.92264,0.73809,0.83988,1,1,0.995,0.7715,1.0049,1.76822,0.85003,0.0567522,0.000752224,0.000752224
46,25.8316,0.74649,0.6106,0.82162,1,1,0.995,0.7715,1.0049,1.76822,0.85003,0.0557663,0.00076635,0.00076635
47,26.3554,0.74207,0.85269,0.8681,1,1,0.995,0.734,1.08943,1.53264,0.85752,0.0547803,0.000780344,0.000780344
48,26.8546,1.00212,0.59865,0.75915,1,1,0.995,0.734,1.08943,1.53264,0.85752,0.0537942,0.000794206,0.000794206
49,27.3979,0.70237,0.61114,0.83371,1,1,0.995,0.734,1.08874,1.4344,0.86557,0.0528079,0.000807936,0.000807936
50,27.8924,0.83025,0.51852,0.81382,1,1,0.995,0.734,1.08874,1.4344,0.86557,0.0518215,0.000821534,0.000821534
51,28.4227,0.82977,0.54533,0.7744,1,1,0.995,0.734,1.11136,1.33693,0.88064,0.050835,0.000835,0.000835
52,28.9161,0.9042,0.61325,0.87372,1,1,0.995,0.734,1.11136,1.33693,0.88064,0.0498483,0.000848334,0.000848334
53,29.4203,0.74649,0.59036,0.85521,1,1,0.995,0.734,1.11136,1.33693,0.88064,0.0488615,0.000861536,0.000861536
54,29.9509,0.93374,0.59967,0.85278,1,1,0.995,0.672,1.17123,1.15199,0.8902,0.0478746,0.000874606,0.000874606
55,30.4656,0.74572,0.48748,0.82618,1,1,0.995,0.672,1.17123,1.15199,0.8902,0.0468875,0.000887544,0.000887544
56,30.9679,0.73468,0.49204,0.84925,1,1,0.995,0.672,1.17123,1.15199,0.8902,0.0459003,0.00090035,0.00090035
57,31.5101,0.92495,0.56881,0.86121,1,1,0.995,0.734,1.17466,0.85977,0.88023,0.044913,0.000913024,0.000913024
58,32.0222,0.73577,0.57287,0.88987,1,1,0.995,0.734,1.17466,0.85977,0.88023,0.0439256,0.000925566,0.000925566
59,32.5174,0.67267,0.41036,0.88699,1,1,0.995,0.734,1.17466,0.85977,0.88023,0.042938,0.000937976,0.000937976
60,33.0332,0.78676,0.56489,0.75492,1,1,0.995,0.734,1.04314,0.60222,0.8553,0.0419503,0.000950254,0.000950254
61,33.5407,0.66877,0.43523,0.85007,1,1,0.995,0.734,1.04314,0.60222,0.8553,0.0409624,0.0009624,0.0009624
62,34.0305,0.76673,0.52674,0.84209,1,1,0.995,0.734,1.04314,0.60222,0.8553,0.0399744,0.000974414,0.000974414
63,34.5566,0.72256,0.51486,0.79801,1,1,0.995,0.734,1.00237,0.48606,0.86059,0.0389863,0.000986296,0.000986296
64,35.0587,0.81462,0.40872,0.87593,1,1,0.995,0.734,1.00237,0.48606,0.86059,0.037998,0.000998046,0.000998046
65,35.5661,0.78977,0.55244,0.80034,1,1,0.995,0.734,1.00237,0.48606,0.86059,0.0370097,0.00100966,0.00100966
66,36.0765,0.74662,0.54888,0.81917,0.97856,1,0.995,0.72975,1.06014,0.48397,0.87512,0.0360212,0.00102115,0.00102115
67,36.5643,0.83911,0.55509,0.81623,0.97856,1,0.995,0.72975,1.06014,0.48397,0.87512,0.0350325,0.0010325,0.0010325
68,37.0533,0.96836,0.75835,0.80373,0.97856,1,0.995,0.72975,1.06014,0.48397,0.87512,0.0340437,0.00104373,0.00104373
69,37.5697,0.75001,0.5364,0.87292,0.97966,1,0.995,0.7545,1.08092,0.48047,0.89246,0.0330548,0.00105482,0.00105482
70,38.0728,0.66496,0.47308,0.81726,0.97966,1,0.995,0.7545,1.08092,0.48047,0.89246,0.0320658,0.00106577,0.00106577
