epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,116.671,0.71697,0.55789,0.8474,0.7336,0.91917,0.94757,0.7784,0.72616,0.79593,0.82603,0.00199102,0.00199102,0.00199102
33,119.832,0.71168,0.63233,0.81869,0.82988,0.93465,0.96498,0.79465,0.72711,0.69118,0.8305,0.00199081,0.00199081,0.00199081
34,122.127,0.74497,0.53476,0.81471,0.94152,0.93538,0.97656,0.80628,0.75473,0.59096,0.83665,0.00199056,0.00199056,0.00199056
35,126.268,0.68401,0.5739,0.80903,0.96532,0.92083,0.98022,0.79959,0.78458,0.61681,0.84066,0.00199038,0.00199038,0.00199038
36,130.564,0.69594,0.54635,0.84442,0.75659,0.87128,0.92299,0.76015,0.766,0.96004,0.83287,0.00199005,0.00199005,0.00199005
37,133.25,0.79454,0.59168,0.86816,0.77238,0.81481,0.91851,0.75951,0.74653,0.8872,0.82585,0.00198971,0.00198971,0.00198971
38,135.961,0.79487,0.55787,0.8411,0.9692,0.96296,0.98669,0.83303,0.72676,0.53746,0.82281,0.00198951,0.00198951,0.00198951
39,139.196,0.72918,0.5709,0.8143,0.94131,0.92007,0.98244,0.8113,0.74853,0.58487,0.82852,0.00198929,0.00198929,0.00198929
40,141.432,0.7176,0.48147,0.84638,0.94774,0.89422,0.96735,0.79358,0.75251,0.61763,0.83333,0.00198904,0.00198904,0.00198904
41,144.131,0.71488,0.49974,0.84559,0.95313,0.88043,0.96374,0.8044,0.73482,0.59963,0.83104,0.00198886,0.00198886,0.00198886
42,147.521,0.64343,0.45988,0.841,0.95208,0.87241,0.96159,0.80232,0.72463,0.58235,0.82861,0.00198865,0.00198865,0.00198865
43,153.476,0.72382,0.52759,0.82515,0.91146,0.87443,0.93563,0.76957,0.71145,0.62001,0.82967,0.00198836,0.00198836,0.00198836
44,162.189,0.66429,0.43926,0.81422,0.91399,0.8347,0.93059,0.76421,0.70155,0.63143,0.83183,0.00198789,0.00198789,0.00198789
45,163.953,0.6676,0.49303,0.83705,0.90875,0.89441,0.94023,0.78082,0.72231,0.60429,0.83285,0.00198724,0.00198724,0.00198724
46,165.733,0.66857,0.43048,0.83425,0.95378,0.91749,0.97828,0.81851,0.72155,0.56139,0.82665,0.0019871,0.0019871,0.0019871
47,167.47,0.71926,0.45762,0.81736,0.95338,0.91819,0.98145,0.83034,0.7049,0.5579,0.82158,0.00198696,0.00198696,0.00198696
48,169.21,0.71349,0.46118,0.82307,0.95434,0.89395,0.98066,0.8153,0.70556,0.55382,0.82376,0.00198682,0.00198682,0.00198682
49,170.93,0.66041,0.43883,0.81842,0.94349,0.90717,0.98574,0.82174,0.69466,0.5315,0.82681,0.00198669,0.00198669,0.00198669
50,172.654,0.66792,0.45235,0.85131,0.99185,0.91207,0.995,0.84037,0.69224,0.50237,0.82297,0.00198655,0.00198655,0.00198655
51,174.411,0.68322,0.48643,0.8368,0.98463,0.96328,0.99446,0.84267,0.69799,0.45766,0.82329,0.00198641,0.00198641,0.00198641
52,176.141,0.64317,0.42666,0.83581,0.99122,0.98148,0.99446,0.84233,0.68784,0.43062,0.82312,0.00198628,0.00198628,0.00198628
53,177.905,0.67259,0.45619,0.8182,0.98343,0.98148,0.99227,0.84365,0.6823,0.44321,0.82237,0.00198614,0.00198614,0.00198614
54,179.673,0.66737,0.44564,0.83814,0.94046,0.94943,0.99079,0.84046,0.6572,0.4899,0.82313,0.001986,0.001986,0.001986
55,181.412,0.61301,0.43786,0.82366,0.9594,0.95121,0.99046,0.8414,0.65064,0.47652,0.82241,0.00198586,0.00198586,0.00198586
56,183.144,0.65442,0.45579,0.82015,0.97924,0.95649,0.99117,0.8357,0.68209,0.45951,0.82408,0.00198573,0.00198573,0.00198573
57,184.877,0.68985,0.47364,0.80608,0.98209,0.99623,0.99375,0.8351,0.68871,0.44297,0.82317,0.00198559,0.00198559,0.00198559
58,186.643,0.61354,0.40217,0.82118,0.98209,0.99761,0.99375,0.84535,0.65262,0.4087,0.82093,0.00198545,0.00198545,0.00198545
59,188.447,0.5882,0.37864,0.82228,0.97865,1,0.99446,0.84603,0.62764,0.39321,0.82013,0.00198531,0.00198531,0.00198531
60,190.214,0.59657,0.40098,0.80734,0.99813,0.99279,0.995,0.85011,0.63569,0.40056,0.81919,0.00198517,0.00198517,0.00198517
61,191.977,0.66166,0.43155,0.81566,0.99591,0.99979,0.995,0.84907,0.63355,0.41591,0.81835,0.00198503,0.00198503,0.00198503
62,193.781,0.58813,0.40849,0.8234,0.9972,1,0.995,0.85439,0.63478,0.42698,0.81669,0.00198489,0.00198489,0.00198489
63,195.57,0.63405,0.42154,0.83036,0.99719,1,0.995,0.84617,0.65525,0.42804,0.81825,0.00198475,0.00198475,0.00198475
64,197.339,0.63105,0.41121,0.81205,0.99389,0.99908,0.995,0.84182,0.65972,0.41677,0.82128,0.00198461,0.00198461,0.00198461
65,199.097,0.65803,0.40812,0.83129,0.99002,0.99782,0.995,0.8351,0.65844,0.3934,0.82439,0.00198447,0.00198447,0.00198447
66,200.872,0.6511,0.42426,0.81941,0.99715,0.98148,0.99227,0.84219,0.64714,0.38717,0.82348,0.00198434,0.00198434,0.00198434
67,202.64,0.65251,0.42894,0.81774,0.99571,0.98148,0.989,0.84504,0.63363,0.39919,0.82187,0.0019842,0.0019842,0.0019842
68,204.395,0.56855,0.39388,0.83656,0.99499,0.98148,0.98844,0.8453,0.64023,0.40177,0.82338,0.00198406,0.00198406,0.00198406
69,206.169,0.60853,0.39654,0.81034,0.99617,0.98148,0.98764,0.84274,0.65394,0.41241,0.82443,0.00198392,0.00198392,0.00198392
70,207.94,0.62638,0.42538,0.82063,0.99732,0.98148,0.99013,0.84253,0.65677,0.39849,0.82613,0.00198378,0.00198378,0.00198378
71,209.713,0.59877,0.39479,0.81556,0.99744,0.98148,0.99191,0.84785,0.66272,0.38823,0.828,0.00198364,0.00198364,0.00198364
72,211.49,0.5981,0.39447,0.79763,0.98409,0.99862,0.995,0.84742,0.65301,0.38057,0.82586,0.0019835,0.0019835,0.0019835
73,213.282,0.62332,0.39497,0.81628,0.98615,0.99851,0.995,0.84556,0.65522,0.38121,0.82319,0.00198336,0.00198336,0.00198336
74,215.06,0.61945,0.36133,0.82115,0.98971,0.99851,0.995,0.84843,0.68154,0.38135,0.82443,0.00198322,0.00198322,0.00198322
75,216.823,0.64277,0.39605,0.82232,0.99245,0.99923,0.995,0.85411,0.653,0.37208,0.82249,0.00198308,0.00198308,0.00198308
76,218.626,0.64386,0.38818,0.81865,0.99358,1,0.995,0.86616,0.63233,0.37038,0.82235,0.00198294,0.00198294,0.00198294
77,220.385,0.62918,0.40199,0.82501,0.99628,1,0.995,0.86792,0.61194,0.36761,0.81985,0.0019828,0.0019828,0.0019828
78,222.168,0.5875,0.37631,0.81001,0.99537,1,0.995,0.87764,0.60709,0.38217,0.81736,0.00198266,0.00198266,0.00198266
79,223.941,0.5918,0.39077,0.82237,0.99474,1,0.995,0.85871,0.63522,0.38505,0.81817,0.00198252,0.00198252,0.00198252
80,225.724,0.59386,0.37744,0.82883,0.99373,1,0.995,0.86403,0.61847,0.37639,0.8216,0.00198238,0.00198238,0.00198238
81,227.477,0.59791,0.39839,0.87696,0.99292,1,0.995,0.84953,0.62605,0.39079,0.82414,0.00198224,0.00198224,0.00198224
82,229.261,0.5965,0.37524,0.82011,0.99451,1,0.995,0.84553,0.63391,0.43229,0.8244,0.0019821,0.0019821,0.0019821
83,231.031,0.61955,0.39293,0.8093,0.9953,0.99953,0.995,0.8398,0.64008,0.43729,0.82419,0.00198197,0.00198197,0.00198197
84,232.791,0.57559,0.37601,0.82479,0.99421,1,0.995,0.85606,0.63196,0.41433,0.82306,0.00198183,0.00198183,0.00198183
85,234.559,0.61929,0.37866,0.82384,0.99453,1,0.995,0.85444,0.6256,0.38635,0.82442,0.00198169,0.00198169,0.00198169
86,236.344,0.60056,0.39406,0.80478,0.99747,1,0.995,0.85911,0.62228,0.36321,0.82301,0.00198155,0.00198155,0.00198155
87,238.122,0.5718,0.374,0.82268,0.99683,1,0.995,0.85989,0.64242,0.34997,0.82219,0.00198141,0.00198141,0.00198141
88,239.905,0.57389,0.34626,0.83416,0.99363,0.9995,0.995,0.84737,0.6428,0.34014,0.82289,0.00198127,0.00198127,0.00198127
89,241.696,0.5655,0.37479,0.8015,0.98997,0.99878,0.995,0.85086,0.63171,0.34192,0.82374,0.00198113,0.00198113,0.00198113
90,243.46,0.61041,0.37016,0.83218,0.98721,0.99867,0.995,0.85165,0.64065,0.34986,0.82584,0.00198099,0.00198099,0.00198099
91,245.233,0.55058,0.35187,0.82368,0.99045,0.99881,0.995,0.85153,0.65236,0.35806,0.82573,0.00198085,0.00198085,0.00198085
92,247.022,0.54129,0.33406,0.81322,0.99217,0.99905,0.995,0.84199,0.64963,0.36444,0.82379,0.00198071,0.00198071,0.00198071
93,248.8,0.60461,0.39443,0.81969,0.99355,0.99931,0.995,0.84969,0.65218,0.36757,0.82349,0.00198057,0.00198057,0.00198057
94,250.575,0.60648,0.37445,0.79888,0.99481,0.99986,0.995,0.85927,0.63355,0.3625,0.82512,0.00198043,0.00198043,0.00198043
95,252.335,0.5774,0.35598,0.84472,0.99553,1,0.995,0.86322,0.6462,0.35051,0.82682,0.00198029,0.00198029,0.00198029
96,254.1,0.57554,0.35745,0.82642,0.99638,1,0.995,0.85816,0.65231,0.34149,0.82645,0.00198015,0.00198015,0.00198015
97,255.882,0.57553,0.37752,0.83044,0.99617,0.99946,0.995,0.86528,0.65195,0.33833,0.82387,0.00198001,0.00198001,0.00198001
98,257.631,0.58954,0.34708,0.81988,0.99733,0.99989,0.995,0.86797,0.65296,0.33406,0.8234,0.00197987,0.00197987,0.00197987
99,259.411,0.59542,0.34488,0.80685,0.99851,1,0.995,0.86755,0.63354,0.33016,0.82252,0.00197974,0.00197974,0.00197974
100,261.175,0.59154,0.38672,0.80872,0.99815,1,0.995,0.85748,0.63134,0.33033,0.82515,0.0019796,0.0019796,0.0019796
101,262.942,0.62836,0.3864,0.824,0.99814,1,0.995,0.84961,0.64937,0.34282,0.82777,0.00197946,0.00197946,0.00197946
102,264.737,0.58811,0.37599,0.81691,0.99637,0.99989,0.995,0.86049,0.64973,0.35792,0.82439,0.00197932,0.00197932,0.00197932
103,266.513,0.61804,0.3863,0.8559,0.99319,0.99852,0.995,0.86165,0.65116,0.36577,0.82223,0.00197918,0.00197918,0.00197918
104,268.288,0.55549,0.38069,0.80573,0.9965,0.99062,0.995,0.86087,0.63493,0.36538,0.82108,0.00197904,0.00197904,0.00197904
105,270.049,0.5542,0.35109,0.82338,0.99867,0.98752,0.995,0.86804,0.61832,0.35732,0.82097,0.0019789,0.0019789,0.0019789
106,271.822,0.57765,0.36449,0.82801,0.99872,0.98596,0.995,0.86246,0.62261,0.35671,0.82136,0.00197876,0.00197876,0.00197876
107,273.584,0.56383,0.34597,0.81863,0.99563,0.98148,0.99397,0.86833,0.61989,0.35754,0.81987,0.00197862,0.00197862,0.00197862
108,275.378,0.56101,0.33041,0.82239,0.99608,0.98148,0.99227,0.86914,0.6378,0.36439,0.81903,0.00197848,0.00197848,0.00197848
